Preset and Sample Listing for MODULA KONTROL 7-Performance.exb
Sun Jul 19 11:15:56 2026

Presets

Number  	Bank:Prog   	Name                              	Category
1039    	008:015     	led:Squawky OB                    	Lead
1040    	008:016     	led:ThinPotent                    	Lead
1041    	008:017     	arp:Log Funk                      	Lead
1042    	008:018     	led:OB Pulser                     	Lead
1043    	008:019     	led:Full Body                     	Lead
1044    	008:020     	led:GrowlySynth                   	Lead
1045    	008:021     	led:Big ARP                       	Lead
1046    	008:022     	led:Frank Stein                   	Lead
1047    	008:023     	led:Odd Lead                      	Lead
1048    	008:024     	led:Soft&Round                    	Lead
1049    	008:025     	led:Glass Rim                     	Lead
1050    	008:026     	led:Spike                         	Lead
1051    	008:027     	led:Oh Boy                        	Lead
1052    	008:028     	led:JunoOvrDrive                  	Lead
1053    	008:029     	led:OB Lead                       	Lead
1054    	008:030     	led:Mean Wheel                    	Lead
1055    	008:031     	led:PulseFlanger                  	Lead
1056    	008:032     	led:Zawi                          	Lead
1057    	008:033     	led:Stinger                       	Lead
1058    	008:034     	led:Raspy                         	Lead
1059    	008:035     	led:Mini Soul                     	Lead
1060    	008:036     	led:BeginAgain                    	Lead
1062    	008:038     	arp:HardRepeat                    	Lead
1063    	008:039     	arp:BowCircuit                    	Lead
1064    	008:040     	arp:EMU 2 Live!                   	Lead
1065    	008:041     	arp:MinorFinale                   	Lead
1066    	008:042     	arp:SquareThumpr                  	Lead
1067    	008:043     	arp:Sparkle                       	Lead
1068    	008:044     	arp:MinorHorns                    	Lead
1069    	008:045     	arp:Tracker                       	Lead
1070    	008:046     	arp:Downtown                      	Lead
1071    	008:047     	arp:Drifter                       	Lead
1073    	008:049     	arp:Loopy Gruv                    	Lead
1074    	008:050     	led:Fuck you 2                    	Lead
1152    	009:000     	aco:Vibrations                    	Vibe
1153    	009:001     	aco:Vibebells                     	Vibe
1154    	009:002     	aco:BrightVibes                   	Vibe
1155    	009:003     	aco:Cool Vibe                     	Vibe
1156    	009:004     	aco:Crotales                      	Vibe
1157    	009:005     	aco:Dark Grand                    	Vibe
1158    	009:006     	aco:Duoslide                      	Vibe
1159    	009:007     	aco:Gamalets                      	Vibe
1160    	009:008     	aco:Java Malet                    	Vibe
1161    	009:009     	aco:Kenong                        	Vibe
1162    	009:010     	aco:Peking                        	Vibe
1163    	009:011     	aco:Piano Octave                  	Vibe
1164    	009:012     	aco:Tine Waves                    	Vibe
1165    	009:013     	aco:Vibe Stikz                    	Vibe
1166    	009:014     	aco:Vibe Xswitch                  	Vibe
1280    	010:000     	aco:Alto Sax                      	Brass
1281    	010:001     	brs:'99 Brass                     	Brass
1282    	010:002     	brs:Tron Brass                    	Brass
1283    	010:003     	brs:WindyBrass                    	Brass
1284    	010:004     	brs:Big Swell                     	Brass
1285    	010:005     	brs:Big Swell 2                   	Brass
1286    	010:006     	brs:Brassitude                    	Brass
1287    	010:007     	brs:BrassKicker                   	Brass
1288    	010:008     	brs:Coronation                    	Brass
1289    	010:009     	brs:ElegantBrass                  	Brass
1290    	010:010     	brs:E2 Brass                      	Brass
1291    	010:011     	brs:Thick Brass                   	Brass
1292    	010:012     	brs:F-Hrns                        	Brass
1293    	010:013     	brs:FullTrnBrass                  	Brass
1294    	010:014     	brs:HugeOB Brass                  	Brass
1295    	010:015     	brs:Rich Brass                    	Brass
1296    	010:016     	cmb:Flute/String                  	Brass
1297    	010:017     	aco:Tenor Sax                     	Brass
1298    	010:018     	aco:Sax Combo                     	Brass
1299    	010:019     	aco:Silver Flute                  	Brass
1300    	010:020     	aco:Flute & Strg                  	Brass
1301    	010:021     	aco:Flute Duo                     	Brass
1302    	010:022     	aco:Flutiano                      	Brass
1303    	010:023     	aco:Gtr & Flute                   	Brass
1304    	010:024     	aco:Trumpet Duo                   	Brass
1408    	011:000     	cmb:Dyno B to B                   	Combination
1409    	011:001     	cmb:Flute&String                  	Combination
1410    	011:002     	cmb:B3/EP                         	Combination
1411    	011:003     	cmb:PulseMadness                  	Combination
1412    	011:004     	cmb:Rogue Mini                    	Combination
1413    	011:005     	cmb:Taurus&Strng                  	Combination
1414    	011:006     	cmb:TarusStngVox                  	Combination
1415    	011:007     	cmb:Gymnosticks                   	Combination
1416    	011:008     	cmb:Wurli & Roti                  	Combination
1417    	011:009     	cmb:Dyn Logic                     	Combination
1418    	011:010     	cmb:TV Stack                      	Combination
1419    	011:011     	cmb:Wurly B                       	Combination
1420    	011:012     	cmb:SynStr+SynBs                  	Combination
1421    	011:013     	cmb:Many Junos                    	Combination
1422    	011:014     	cmb:80sStackBass                  	Combination
1423    	011:015     	cmb:GtrStrings                    	Combination
1424    	011:016     	cmb:C P R                         	Combination
1425    	011:017     	cmb:MachineHeart                  	Combination
1426    	011:018     	cmb:Produkshun                    	Combination
1427    	011:019     	cmb:CP/Strings                    	Combination
1428    	011:020     	cmb:FM/Strings                    	Combination
1429    	011:021     	cmb:EPJunoTron                    	Combination
1430    	011:022     	cmb:Juno/P5                       	Combination
1431    	011:023     	cmb:TronVoxStrng                  	Combination
1432    	011:024     	cmb:Str & Brass                   	Combination
1536    	012:000     	aco:12 Str Gtr                    	Guitar
1537    	012:001     	gtr:AirGuitar                     	Guitar
1538    	012:002     	gtr:Clav Guitar                   	Guitar
1539    	012:003     	gtr:Hackettism                    	Guitar
1540    	012:004     	gtr:HarmonicTone                  	Guitar
1541    	012:005     	gtr:Hit It                        	Guitar
1542    	012:006     	gtr:Jazzy                         	Guitar
1543    	012:007     	gtr:Spy vs Spy                    	Guitar
1544    	012:008     	gtr:StereoChorus                  	Guitar
1545    	012:009     	gtr:Wacka 1                       	Guitar
1546    	012:010     	gtr:Wacka 2                       	Guitar
1547    	012:011     	gtr:StereoChorus 2                	Guitar
1548    	012:012     	aco:Guitar 2 Oct                  	Guitar
1549    	012:013     	aco:Steel Guitar                  	Guitar
1664    	013:000     	org:Perc Three                    	Organ
1665    	013:001     	org:Smooth                        	Organ
1666    	013:002     	org:Grindo                        	Organ
1667    	013:003     	org:Dr. Please                    	Organ
1668    	013:004     	org:ComboTrem                     	Organ
1669    	013:005     	org:BrashCombo                    	Organ
1670    	013:006     	org:MelloCombo                    	Organ
1671    	013:007     	org:PlasticOrg                    	Organ
1672    	013:008     	org:OBX Organ                     	Organ
1673    	013:009     	org:Shimmer                       	Organ
1674    	013:010     	org:PortaVibSt                    	Organ
1675    	013:011     	org:PortaVib                      	Organ
1676    	013:012     	org:Comp                          	Organ
1677    	013:013     	org:Clicky                        	Organ
1678    	013:014     	org:Far Away                      	Organ
1679    	013:015     	org:Pipe Organ                    	Organ
1680    	013:016     	org:1st4VFullDis                  	Organ
1681    	013:017     	org:1st3FullDist                  	Organ
1682    	013:018     	org:1st3HiDrBr                    	Organ
